comment_id,bim360_account_id,bim360_project_id,issue_id,comment_body,created_by,created_at
d35fc770-0d69-4204-8a36-41438082f959,49df69ab-c266-4d49-951c-031b16f7a31f,e86bf674-39d7-4ba4-8682-c82f1fd85b1e,18424252-092e-4a39-ad24-c930f47c2ad2,done,ZRCGQY3B7RF3,Thu Sep 26 2019 13:26:51 GMT+0000 (Coordinated Universal Time)
36c30c08-b258-4c51-b2bb-afaa74989897,49df69ab-c266-4d49-951c-031b16f7a31f,e86bf674-39d7-4ba4-8682-c82f1fd85b1e,0644e035-0b05-486f-9ba1-f84c4eb8f98b,"not much we can do in that area, have not seen water laying there lately",ZRCGQY3B7RF3,Thu Sep 26 2019 13:29:17 GMT+0000 (Coordinated Universal Time)
7db4a2f9-2bef-4abe-b97c-7250de6918a4,49df69ab-c266-4d49-951c-031b16f7a31f,bd25b19e-8398-4c4c-ae3f-5c60a66b78b9,cddc7d5c-904a-4775-8031-1826683183ae,we are waiting for a delivery if it does not show up on time we will install the next size up,6CP8NR4JT8MK,Thu Sep 26 2019 10:45:40 GMT+0000 (Coordinated Universal Time)
5c70fd9b-570a-47bf-855c-5ef207bb8d6d,49df69ab-c266-4d49-951c-031b16f7a31f,7d3074b7-8110-4fbf-b5ad-2caae55b9238,04625a29-66fb-4f2d-bd77-8fcc6a8e3ce8,FINAL CLEAN BY OTHERS.,HTULMMD398GC,Thu Sep 26 2019 12:59:52 GMT+0000 (Coordinated Universal Time)
5788dfdb-5850-441c-a868-f5b7bd1e920a,49df69ab-c266-4d49-951c-031b16f7a31f,bd25b19e-8398-4c4c-ae3f-5c60a66b78b9,055dd26c-ed48-451c-ba5a-df2b07c4d8d8,the cable will be run through the wall these sleeves are not needed,6CP8NR4JT8MK,Thu Sep 26 2019 10:41:31 GMT+0000 (Coordinated Universal Time)
04e8e012-6f42-4387-9cea-2bfe033b4a11,49df69ab-c266-4d49-951c-031b16f7a31f,e86bf674-39d7-4ba4-8682-c82f1fd85b1e,301c8325-c8f7-4389-aa4c-82ddd14e30e7,done,ZRCGQY3B7RF3,Thu Sep 26 2019 13:27:31 GMT+0000 (Coordinated Universal Time)
2de1a65d-7b2a-4f9d-a4ce-779f66372334,49df69ab-c266-4d49-951c-031b16f7a31f,e86bf674-39d7-4ba4-8682-c82f1fd85b1e,ba692740-2928-46fa-9c8f-f585644c8ed4,"We are unable to provide these plants at this time of year, we will monitor them over the winter and order and replace dead ones in the spring of 2020 when we are able to get these plants.",ZRCGQY3B7RF3,Thu Sep 26 2019 13:18:53 GMT+0000 (Coordinated Universal Time)
e63072da-4923-41af-a29c-dba0523c3ea1,49df69ab-c266-4d49-951c-031b16f7a31f,0bd50591-c3db-4c44-a698-ffd2a7ae886f,759ca754-929a-49d6-b277-ad0d4ce212cc,Employee put on gloves,RM5DJNFS4983,Thu Sep 26 2019 13:52:00 GMT+0000 (Coordinated Universal Time)
f9201d1e-0930-426e-8cb8-9789f6d71367,49df69ab-c266-4d49-951c-031b16f7a31f,bd25b19e-8398-4c4c-ae3f-5c60a66b78b9,383a8db7-3555-46b7-a994-7fa927894cf2,these are installed next to plumbing to ensure they are in the wall,6CP8NR4JT8MK,Thu Sep 26 2019 10:44:11 GMT+0000 (Coordinated Universal Time)
713e6853-8793-4b8e-9515-891fa70f9c5d,49df69ab-c266-4d49-951c-031b16f7a31f,e86bf674-39d7-4ba4-8682-c82f1fd85b1e,970ecae0-9997-4ef4-8f83-fe2dab3e4a43,Psu inspected the witch hazel and determined it was not dead.  We will monitor this winter and replace in spring if needed.,ZRCGQY3B7RF3,Thu Sep 26 2019 13:22:06 GMT+0000 (Coordinated Universal Time)
5d565512-8bff-4c0f-92bb-6d5dc0bf20c7,49df69ab-c266-4d49-951c-031b16f7a31f,328437c3-2ac8-4b4b-847d-0e221871b23e,ce63dd5a-1f48-4119-9201-9611ee5e7d8b,Grid replaced.,P37ULVDB2ZFT,Thu Sep 26 2019 12:08:37 GMT+0000 (Coordinated Universal Time)
5d480876-1cbc-4e81-8d89-ec2bae1fd426,49df69ab-c266-4d49-951c-031b16f7a31f,e86bf674-39d7-4ba4-8682-c82f1fd85b1e,ec7dd049-99d3-4606-a703-320abc116ad4,this was completed,ZRCGQY3B7RF3,Thu Sep 26 2019 13:24:23 GMT+0000 (Coordinated Universal Time)
